,B,C,D,E,F,L,A,,Basal,index_all
"pmi,hprK,coaBC,secF,group",0.176136364,0.119318182,0,0,0.187978142,0,0.031438902,0.51487159,0.929429429,0.600530019
"phoA,hprK,gmk,scpB,group",0.176136364,0.060606061,0,0,0.246994536,0,0.031313258,0.515050218,0.963963964,0.598965306
"phoA,clpB,abcA,pbpA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.026203739,0.515069859,0.951951952,0.596353779
"pmi,hprK,pitA,gmk,group",0.119318182,0.060606061,0,0.090909091,0.218032787,0,0.026231659,0.51509778,0.945945946,0.598596166
"pmi,hprK,mfd,tgt,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.026231659,0.51509778,0.957957958,0.598618205
"phoA,clpB,rpoC,dinG,group",0.060606061,0.176136364,0,0,0.246994536,0,0.031410981,0.515147941,0.951951952,0.598761453
"phoA,hprK,recG,scpB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.031313258,0.515292394,0.963963964,0.59855209
"phoA,hprK,scpB,secF,group",0.176136364,0.119318182,0,0,0.18852459,0,0.031313258,0.515292394,0.963963964,0.59855209
"pmi,hprK,rpoC,recG,group",0.119318182,0.176136364,0,0,0.18852459,0,0.031424942,0.515404077,0.945945946,0.600568586
"pmi,hprK,pbpA,secF,group",0.176136364,0.119318182,0,0,0.18852459,0,0.031424942,0.515404077,0.938438438,0.600563076
"pmi,hprK,dinG,prfA,group",0.119318182,0.176136364,0,0,0.18852459,0,0.031424942,0.515404077,0.929429429,0.601191165
"pmi,hprK,secF,prfA,group",0.119318182,0.176136364,0,0,0.18852459,0,0.031424942,0.515404077,0.929429429,0.601191165
"pmi,hprK,qoxB,prfA,group",0.119318182,0.119318182,0,0,0.245355191,0,0.031424942,0.515416497,0.929429429,0.601598872
"pmi,hprK,murC,prfA,group",0.119318182,0.119318182,0,0,0.245355191,0,0.031424942,0.515416497,0.929429429,0.601598872
"phoA,hprK,purL,rarA,group",0.119318182,0,0,0.090909091,0.218032787,0,0.087238765,0.515498825,0.954954955,0.620353383
"pmi,clpB,obgE,murZ,group",0,0.176136364,0,0,0.246994536,0,0.092571652,0.515702551,0.906906907,0.625482774
"phoA,hprK,abcA,tgt,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0,0.515883365,0.962462462,0.585533021
"pmi,hprK,murD,tgt,group",0.060606061,0.119318182,0,0.090909091,0.187978142,0,0.057209867,0.516021343,0.927927928,0.610430682
"pmi,clpB,qoxB,aroA,group",0.060606061,0.119318182,0,0,0.273770492,0,0.062333347,0.516028082,0.924924925,0.613190967
"pmi,clpB,aroA,murC,group",0.060606061,0.119318182,0,0,0.273770492,0,0.062333347,0.516028082,0.924924925,0.613190967
"pmi,clpB,fhuA_2~~~fhuA_1,aroA,group",0.060606061,0.119318182,0,0,0.273770492,0,0.062347308,0.516042042,0.956456456,0.613312177
"pmi,clpB,trkA,dinG,group",0.119318182,0.176136364,0,0,0.158469945,0,0.062333347,0.516257838,0.915915916,0.612353515
"pmi,clpB,pnpA,secF,group",0.119318182,0.176136364,0,0,0.158469945,0,0.062333347,0.516257838,0.911411411,0.612336986
"pmi,clpB,pycA,secF,group",0.119318182,0.176136364,0,0,0.158469945,0,0.062333347,0.516257838,0.906906907,0.612320458
"phoA,hprK,abcA,mqo1,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.057042342,0.516400266,0.963963964,0.609003708
"phoA,hprK,polC,cbiO_1,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.057042342,0.516400266,0.957957958,0.60898167
"phoA,hprK,tgt,mqo1,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.057042342,0.516400266,0.951951952,0.608959632
"phoA,hprK,rnc,odhB,group",0.060606061,0.060606061,0,0.090909091,0.217486339,0,0.086875794,0.516483345,0.947447447,0.620166058
"phoA,hprK,typA,odhB,group",0.060606061,0.060606061,0,0.090909091,0.217486339,0,0.086875794,0.516483345,0.947447447,0.620166058
"phoA,clpB,birA,prfA,group",0,0.176136364,0,0.090909091,0.218032787,0,0.031410981,0.516489223,0.915915916,0.598981835
"pmi,hprK,rpoC,qoxB,group",0.119318182,0.119318182,0,0,0.246448087,0,0.031424942,0.516509393,0.945945946,0.600987312
"pmi,hprK,rpoC,murC,group",0.119318182,0.119318182,0,0,0.246448087,0,0.031424942,0.516509393,0.956456456,0.601025878
"phoA,clpB,mnh_A1,nusA,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.057154025,0.516511949,0.956456456,0.608320524
"pmi,clpB,rnc,dinG,group",0.060606061,0.176136364,0,0,0.217486339,0,0.062333347,0.51656211,0.906906907,0.612722655
"pmi,clpB,typA,dinG,group",0.060606061,0.176136364,0,0,0.217486339,0,0.062333347,0.51656211,0.906906907,0.612722655
"pmi,hprK,abcA,murD,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.057209867,0.516567791,0.956456456,0.610540873
"phoA,clpB,abcA,qoxA,group",0,0.119318182,0,0.177489177,0.18852459,0,0.031410981,0.516742931,0.951951952,0.598028683
"phoA,hprK,mnhD_1,polC,group",0.176136364,0,0,0.090909091,0.158469945,0,0.091371054,0.516886454,0.960960961,0.621598541
"phoA,hprK,dinG,mqo1,group",0.176136364,0.060606061,0,0,0.218032787,0,0.062165822,0.516941033,0.951951952,0.611334248
"phoA,clpB,mnhD_1,pknB,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.116332314,0.516978117,0.954954955,0.631559809
"phoA,hprK,mntB,odhB,group",0.060606061,0.060606061,0,0.090909091,0.218032787,0,0.086875794,0.517029793,0.951951952,0.62001179
"phoA,clpB,pbpA,dinG,group",0.119318182,0.119318182,0,0,0.246994536,0,0.031410981,0.51704188,0.927927928,0.598695338
"pmi,hprK,mfd,dinG,group",0.119318182,0.119318182,0,0,0.246994536,0,0.031438902,0.517069801,0.959459459,0.601047917
"pmi,clpB,polC,ctrA,group",0.060606061,0.176136364,0,0,0.218032787,0,0.062319387,0.517094598,0.906906907,0.613427877
"pmi,clpB,polC,prfA,group",0.060606061,0.176136364,0,0,0.218032787,0,0.062319387,0.517094598,0.906906907,0.613427877
"pmi,clpB,purL,prfA,group",0.060606061,0.176136364,0,0,0.218032787,0,0.062319387,0.517094598,0.906906907,0.613427877
"pmi,clpB,mntB,dinG,group",0.060606061,0.176136364,0,0,0.218032787,0,0.062333347,0.517108558,0.945945946,0.612871413
"pmi,clpB,recG,aroA,group",0.060606061,0.176136364,0,0,0.218032787,0,0.062333347,0.517108558,0.924924925,0.612794279
"pmi,clpB,recG,obgE,group",0.060606061,0.176136364,0,0,0.218032787,0,0.062333347,0.517108558,0.906906907,0.612728164
"pmi,clpB,aroA,secF,group",0.060606061,0.176136364,0,0,0.218032787,0,0.062333347,0.517108558,0.924924925,0.612794279
"pmi,clpB,alaS,atpB_2,group",0.060606061,0.176136364,0,0,0.218032787,0,0.062333347,0.517108558,0.906906907,0.613433387
"phoA,hprK,mfd,pdhD,group",0.060606061,0.060606061,0,0.090909091,0.273770492,0,0.031313258,0.517204962,0.962462462,0.59880002
"pmi,clpB,mntC,ctrA,group",0,0.176136364,0,0.090909091,0.187978142,0,0.062333347,0.517356944,0.945945946,0.613213005
"pmi,clpB,pnpA,murC,group",0.119318182,0.119318182,0,0,0.216393443,0,0.062333347,0.517363154,0.911411411,0.612755712
"pmi,clpB,pycA,murC,group",0.119318182,0.119318182,0,0,0.216393443,0,0.062333347,0.517363154,0.906906907,0.612739183
"pmi,clpB,fhuA_2~~~fhuA_1,pnpA,group",0.119318182,0.119318182,0,0,0.216393443,0,0.062347308,0.517377114,0.953453453,0.612915489
"pmi,clpB,fhuA_2~~~fhuA_1,pycA,group",0.119318182,0.119318182,0,0,0.216393443,0,0.062347308,0.517377114,0.948948949,0.61289896
"phoA,hprK,priA,rarA,group",0.060606061,0.060606061,0,0.090909091,0.218032787,0,0.087252726,0.517406725,0.954954955,0.620347873
"phoA,hprK,murD,odhB,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.11684885,0.517494653,0.947447447,0.631736115
"phoA,clpB,recG,tgt,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.031410981,0.517532442,0.914414414,0.597846868
"pmi,hprK,birA,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.031424942,0.517546402,0.929429429,0.600833044
"pmi,clpB,priA,secF,group",0.060606061,0.231060606,0,0,0.158469945,0,0.067442867,0.517579479,0.908408408,0.614309405
"pmi,clpB,pknB,drm,group",0.060606061,0.176136364,0,0,0.158469945,0,0.122377183,0.517589553,0.932432432,0.636623086
"phoA,clpB,fhuA_2~~~fhuA_1,ctrA,group",0.060606061,0.119318182,0,0,0.301092896,0,0.036604264,0.517621402,0.956456456,0.601912916
"phoA,clpB,coaBC,murC,group",0.119318182,0.060606061,0,0,0.301092896,0,0.036604264,0.517621402,0.915915916,0.601075464
"pmi,clpB,mfd,alaS,group",0.060606061,0.119318182,0,0,0.275409836,0,0.062347308,0.517681386,0.956456456,0.613328705
"phoA,clpB,pitA,mqo1,group",0.060606061,0.060606061,0,0.090909091,0.218032787,0,0.087531934,0.517685934,0.962462462,0.621190834
"phoA,clpB,qoxA,mqo1,group",0.060606061,0.060606061,0,0.090909091,0.218032787,0,0.087531934,0.517685934,0.938438438,0.621102681
"phoA,clpB,tgt,murZ,group",0,0.176136364,0,0.090909091,0.18852459,0,0.062151862,0.517721906,0.915915916,0.610849407
"pmi,clpB,mntC,tdk,group",0,0.176136364,0,0.177489177,0.096721311,0,0.067442867,0.51778972,0.945945946,0.614419596
"pmi,clpB,pnpA,murZ,group",0.060606061,0.176136364,0,0,0.18852459,0,0.092571652,0.517838666,0.911411411,0.625086087
"pmi,clpB,pycA,murZ,group",0.060606061,0.176136364,0,0,0.18852459,0,0.092571652,0.517838666,0.906906907,0.625069558
"pmi,clpB,recG,murZ,group",0.060606061,0.176136364,0,0,0.18852459,0,0.092571652,0.517838666,0.906906907,0.625069558
"phoA,clpB,rnc,dnaI,group",0.060606061,0.060606061,0,0.090909091,0.27431694,0,0.031410981,0.517849133,0.917417417,0.59867881
"phoA,clpB,typA,dnaI,group",0.060606061,0.060606061,0,0.090909091,0.27431694,0,0.031410981,0.517849133,0.917417417,0.59867881
"pmi,clpB,mntC,thiM,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.062333347,0.517853715,0.945945946,0.61278326
"pmi,clpB,pnpA,tdk,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.062333347,0.517853715,0.911411411,0.61265654
"pmi,clpB,pycA,tdk,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.062333347,0.517853715,0.906906907,0.612640011
"pmi,clpB,recG,tdk,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.062333347,0.517853715,0.906906907,0.612640011
"pmi,clpB,abcA,pknB,group",0,0.176136364,0,0.090909091,0.18852459,0,0.062333347,0.517903392,0.95045045,0.612507782
"pmi,clpB,mnh_A1,atpB_2,group",0,0.176136364,0,0.090909091,0.18852459,0,0.062333347,0.517903392,0.945945946,0.613218514
"pmi,clpB,aroA,tdk,group",0,0.176136364,0,0.090909091,0.18852459,0,0.062333347,0.517903392,0.924924925,0.613141381
"pmi,clpB,obgE,tdk,group",0,0.176136364,0,0.090909091,0.18852459,0,0.062333347,0.517903392,0.906906907,0.613075266
"pmi,clpB,ctaA,scpB,group",0.060606061,0.176136364,0,0,0.18852459,0,0.092641454,0.517908469,0.936936937,0.62467838
"pmi,clpB,pitA,priA,group",0,0.176136364,0,0.090909091,0.18852459,0,0.062347308,0.517917352,0.930930931,0.612441668
"pmi,hprK,coaBC,murZ,group",0.119318182,0.119318182,0,0,0.217486339,0,0.062179782,0.518302485,0.929429429,0.613455425
"phoA,clpB,mntB,dnaI,group",0.060606061,0.060606061,0,0.090909091,0.274863388,0,0.031410981,0.518395581,0.953453453,0.598816548
"phoA,clpB,plsY,dnaI,group",0.060606061,0.060606061,0,0.090909091,0.274863388,0,0.031410981,0.518395581,0.929429429,0.598728396
"pmi,hprK,murD,dinG,group",0.119318182,0.119318182,0,0,0.217486339,0,0.062333347,0.51845605,0.929429429,0.612832846
"phoA,clpB,qoxB,tgt,group",0.060606061,0.119318182,0,0.090909091,0.216393443,0,0.031410981,0.518637757,0.914414414,0.598260084
"phoA,clpB,murC,thiM,group",0.060606061,0.119318182,0,0.090909091,0.216393443,0,0.031410981,0.518637757,0.915915916,0.598970816
"pmi,hprK,pitA,qoxB,group",0.119318182,0.060606061,0,0.090909091,0.216393443,0,0.031438902,0.518665678,0.945945946,0.6006347
"pmi,hprK,fhuA_2~~~fhuA_1,tgt,group",0.060606061,0.119318182,0,0.090909091,0.216393443,0,0.031438902,0.518665678,0.954954955,0.600645719
"pmi,hprK,pitA,murC,group",0.119318182,0.060606061,0,0.090909091,0.216393443,0,0.031438902,0.518665678,0.947447447,0.60064021
"phoA,hprK,scpB,murZ,group",0.119318182,0.119318182,0,0,0.218032787,0,0.062054139,0.518723289,0.963963964,0.611345267
"phoA,hprK,pbpA,dnaI,group",0.176136364,0,0,0.090909091,0.246448087,0,0.005277045,0.518770587,0.945945946,0.588359421
"pmi,hprK,pbpA,murZ,group",0.119318182,0.119318182,0,0,0.218032787,0,0.062165822,0.518834973,0.938438438,0.613488482
"phoA,clpB,polC,scpB,group",0.119318182,0.119318182,0,0,0.218032787,0,0.062207703,0.518876854,0.945945946,0.610827369
"pmi,hprK,coaBC,tdk,group",0.119318182,0.119318182,0,0.090909091,0.157923497,0,0.031438902,0.518907854,0.932432432,0.600849573
"pmi,clpB,murD,alaS,group",0.060606061,0.119318182,0,0,0.246448087,0,0.092739177,0.519111507,0.906906907,0.624849176
"phoA,clpB,alaS,ctrA,group",0.060606061,0.119318182,0,0,0.30273224,0,0.036604264,0.519260746,0.915915916,0.601780687
"phoA,hprK,scpB,tdk,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.031313258,0.519328658,0.963963964,0.598695338
"phoA,clpB,pnpA,thiM,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.031410981,0.519426381,0.92042042,0.598574128
"phoA,clpB,pycA,thiM,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.031410981,0.519426381,0.915915916,0.5985576
"phoA,clpB,recG,thiM,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.031410981,0.519426381,0.915915916,0.5985576
"pmi,hprK,abcA,trkA,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.031424942,0.519440342,0.959459459,0.60026556
"pmi,hprK,pnpA,tgt,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.031424942,0.519440342,0.932432432,0.600166388
"pmi,hprK,pycA,tgt,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.031424942,0.519440342,0.927927928,0.60014986
"pmi,hprK,pbpA,tdk,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.031424942,0.519440342,0.941441441,0.60088263
"pmi,hprK,pitA,recG,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.031438902,0.519454302,0.945945946,0.600221484
"pmi,hprK,pitA,secF,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.031438902,0.519454302,0.947447447,0.600226993
"phoA,clpB,purL,mqo1,group",0.119318182,0.060606061,0,0,0.246994536,0,0.092557692,0.519476469,0.938438438,0.623438731
"phoA,clpB,priA,mqo1,group",0.060606061,0.119318182,0,0,0.246994536,0,0.092571652,0.51949043,0.944444444,0.623471788
"phoA,hprK,secF,thiM,group",0.176136364,0.119318182,0,0.090909091,0.127868852,0,0.005277045,0.519509534,0.938438438,0.588155568
"phoA,clpB,coaBC,tgt,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.031410981,0.519730653,0.914414414,0.598271103
"phoA,clpB,trkA,dnaI,group",0.119318182,0.060606061,0,0.090909091,0.217486339,0,0.031410981,0.519730653,0.924924925,0.598326198
"pmi,hprK,abcA,rnc,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.031424942,0.519744614,0.956456456,0.600656738
"pmi,hprK,abcA,typA,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.031424942,0.519744614,0.956456456,0.600656738
"pmi,hprK,qoxA,ctrA,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.031424942,0.519744614,0.92042042,0.601229732
"pmi,hprK,priA,ctrA,group",0.060606061,0.176136364,0,0,0.246448087,0,0.036618224,0.519808736,0.926426426,0.603642915
"phoA,hprK,qoxB,thiM,group",0.176136364,0.060606061,0,0.090909091,0.186885246,0,0.005277045,0.519813806,0.938438438,0.588574294
"pmi,hprK,coaBC,alaS,group",0.176136364,0.060606061,0,0,0.246448087,0,0.036632184,0.519822696,0.929429429,0.602998298
"phoA,hprK,scpB,alaS,group",0.176136364,0.060606061,0,0,0.246994536,0,0.03650654,0.5202435,0.963963964,0.601020369
"phoA,clpB,abcA,gmk,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.031410981,0.520277101,0.951951952,0.598414351
"phoA,clpB,mfd,thiM,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.031410981,0.520277101,0.960960961,0.599152631
"phoA,clpB,aroA,thiM,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.031410981,0.520277101,0.933933934,0.599053459
"phoA,clpB,obgE,thiM,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.031410981,0.520277101,0.915915916,0.598987345
"pmi,hprK,rpoC,qoxA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.031424942,0.520291062,0.945945946,0.600623681
"pmi,hprK,abcA,plsY,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.031424942,0.520291062,0.956456456,0.600662248
"pmi,hprK,aroA,tgt,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.031424942,0.520291062,0.944444444,0.600618172
"pmi,hprK,rpoC,priA,group",0.060606061,0.176136364,0,0,0.246994536,0,0.036618224,0.520355184,0.951951952,0.603036864
"pmi,hprK,pbpA,alaS,group",0.176136364,0.060606061,0,0,0.246994536,0,0.036618224,0.520355184,0.938438438,0.603031355
"phoA,clpB,recG,secF,group",0.119318182,0.176136364,0,0,0.18852459,0,0.036604264,0.520583399,0.915915916,0.600287599
"phoA,clpB,qoxB,secF,group",0.119318182,0.119318182,0,0,0.245355191,0,0.036604264,0.520595818,0.915915916,0.600689796
"phoA,clpB,recG,murC,group",0.119318182,0.119318182,0,0,0.245355191,0,0.036604264,0.520595818,0.915915916,0.600689796
"pmi,hprK,pnpA,dinG,group",0.176136364,0.119318182,0,0,0.18852459,0,0.036618224,0.52059736,0.933933934,0.6025961
"pmi,hprK,pycA,dinG,group",0.176136364,0.119318182,0,0,0.18852459,0,0.036618224,0.52059736,0.929429429,0.602579572
"pmi,hprK,dinG,murC,group",0.119318182,0.119318182,0,0,0.245355191,0,0.036618224,0.520609779,0.929429429,0.60296524
"pmi,hprK,fhuA_2~~~fhuA_1,dinG,group",0.119318182,0.119318182,0,0,0.245355191,0,0.036632184,0.520623739,0.956456456,0.603069922
"phoA,hprK,fhuA_2~~~fhuA_1,pdhD,group",0.060606061,0.060606061,0,0.090909091,0.272131148,0,0.03650654,0.5207589,0.960960961,0.600833044
"phoA,clpB,murD,dnaI,group",0.060606061,0.060606061,0,0.090909091,0.246448087,0,0.062305426,0.520874726,0.917417417,0.610623516
"phoA,hprK,coaBC,thiM,group",0.176136364,0.060606061,0,0.090909091,0.187978142,0,0.005277045,0.520906702,0.938438438,0.588585313
"phoA,clpB,qoxB,murZ,group",0.060606061,0.119318182,0,0,0.273770492,0,0.067261381,0.520956115,0.915915916,0.613620712
"phoA,clpB,murC,murZ,group",0.060606061,0.119318182,0,0,0.273770492,0,0.067261381,0.520956115,0.915915916,0.613620712
"phoA,hprK,purL,metK,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.061760969,0.521118893,0.936936937,0.610089089
"phoA,hprK,priA,metK,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.06177493,0.521132853,0.938438438,0.61008358
"phoA,clpB,thiI,ctrA,group",0,0.176136364,0,0.090909091,0.217486339,0,0.036604264,0.521136057,0.935435435,0.601103012
"phoA,hprK,gmk,thiM,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.005277045,0.52145315,0.938438438,0.588590822
"pmi,hprK,ctaA,metK,group",0.060606061,0.119318182,0,0.090909091,0.158469945,0,0.09219472,0.521497999,0.927927928,0.6239401
"pmi,hprK,pitA,murZ,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.062179782,0.521537706,0.941441441,0.6131524
"phoA,clpB,mntC,scpB,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.062221664,0.521579587,0.963963964,0.610529854
"pmi,clpB,cysS,atpB_2,group",0.060606061,0.176136364,0,0,0.158469945,0,0.126397789,0.521610158,0.95045045,0.638275951
"pmi,hprK,mnh_A1,gatA,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.062291466,0.521649389,0.954954955,0.61254084
"phoA,clpB,abcA,priA,group",0,0.176136364,0,0.090909091,0.218032787,0,0.036604264,0.521682505,0.951951952,0.600441866
"phoA,clpB,priA,birA,group",0,0.176136364,0,0.090909091,0.218032787,0,0.036604264,0.521682505,0.917417417,0.600315146
"phoA,clpB,coaBC,secF,group",0.119318182,0.119318182,0,0,0.246448087,0,0.036604264,0.521688715,0.915915916,0.600700815
"pmi,hprK,purL,ctrA,group",0.119318182,0.119318182,0,0,0.246448087,0,0.036604264,0.521688715,0.923423423,0.603631896
"pmi,clpB,pitA,polC,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.062333347,0.521691271,0.929429429,0.612463706
"pmi,clpB,pitA,purL,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.062333347,0.521691271,0.929429429,0.612463706
"pmi,hprK,mntC,mqo1,group",0.119318182,0.060606061,0,0.090909091,0.158469945,0,0.092585612,0.521888891,0.957957958,0.624909781
"pmi,hprK,mntC,tgt,group",0.060606061,0.119318182,0,0.177489177,0.127868852,0,0.036618224,0.521900496,0.954954955,0.601907406
"pmi,hprK,qoxA,tdk,group",0.060606061,0.119318182,0,0.177489177,0.127868852,0,0.036618224,0.521900496,0.932432432,0.602529986
"pmi,hprK,pitA,thiI,group",0.060606061,0.119318182,0,0.177489177,0.127868852,0,0.036632184,0.521914457,0.95045045,0.601896387
"phoA,hprK,pbpA,drm,group",0.176136364,0.060606061,0,0,0.218032787,0,0.067163658,0.521938869,0.959459459,0.613339724
"phoA,clpB,secF,murZ,group",0.060606061,0.176136364,0,0,0.218032787,0,0.067261381,0.522036592,0.915915916,0.613229533
"phoA,clpB,coaBC,murZ,group",0.060606061,0.119318182,0,0,0.274863388,0,0.067261381,0.522049012,0.915915916,0.613631731
"pmi,clpB,mntB,groEL,group",0.060606061,0.176136364,0,0,0.218032787,0,0.067442867,0.522218078,0.951951952,0.614909946
"pmi,clpB,groEL,prfA,group",0.060606061,0.176136364,0,0,0.218032787,0,0.067442867,0.522218078,0.924924925,0.615515997
"pmi,hprK,rpoC,purL,group",0.119318182,0.119318182,0,0,0.246994536,0,0.036604264,0.522235163,0.948948949,0.603047884
"phoA,clpB,gmk,dinG,group",0.119318182,0.119318182,0,0,0.246994536,0,0.036604264,0.522235163,0.915915916,0.600706324
"phoA,clpB,mfd,birA,group",0,0.119318182,0,0.090909091,0.275409836,0,0.036604264,0.522241372,0.960960961,0.60088263
"phoA,clpB,birA,obgE,group",0,0.119318182,0,0.090909091,0.275409836,0,0.036604264,0.522241372,0.915915916,0.600717344
"pmi,hprK,dinG,obgE,group",0.119318182,0.119318182,0,0,0.246994536,0,0.036618224,0.522249123,0.929429429,0.602981769
"pmi,hprK,alaS,prfA,group",0.119318182,0.119318182,0,0,0.246994536,0,0.036618224,0.522249123,0.929429429,0.603664953
"phoA,hprK,pdhD,aroA,group",0.060606061,0.060606061,0,0.090909091,0.273770492,0,0.03650654,0.522398244,0.953453453,0.600822025
"phoA,hprK,pdhD,obgE,group",0.060606061,0.060606061,0,0.090909091,0.273770492,0,0.03650654,0.522398244,0.938438438,0.600766929
"pmi,clpB,rnc,thiI,group",0,0.176136364,0,0.090909091,0.187978142,0,0.067442867,0.522466464,0.924924925,0.614425106
"pmi,clpB,typA,thiI,group",0,0.176136364,0,0.090909091,0.187978142,0,0.067442867,0.522466464,0.924924925,0.614425106
"phoA,hprK,rpoC,dnaI,group",0.119318182,0.060606061,0,0.090909091,0.246448087,0,0.005277045,0.522558466,0.963963964,0.588420026
"phoA,hprK,birA,ctrA,group",0.060606061,0.119318182,0,0.090909091,0.246448087,0,0.005277045,0.522558466,0.938438438,0.589015058
"phoA,hprK,dnaI,prfA,group",0.119318182,0.060606061,0,0.090909091,0.246448087,0,0.005277045,0.522558466,0.93993994,0.589015058
"pmi,clpB,nusA,atpB_2,group",0.060606061,0.231060606,0,0,0.158469945,0,0.072454663,0.522591276,0.921921922,0.617042143
"pmi,clpB,nusA,prfA,group",0.060606061,0.231060606,0,0,0.158469945,0,0.072454663,0.522591276,0.921921922,0.617042143
"phoA,clpB,mnh_A1,mqo1,group",0.060606061,0.060606061,0,0.090909091,0.218032787,0,0.092571652,0.522725651,0.965465465,0.623196311
"phoA,clpB,secF,tdk,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.036604264,0.522725724,0.915915916,0.600612662
"pmi,hprK,thiI,prfA,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.036618224,0.522739684,0.938438438,0.602915654
"pmi,clpB,aroA,alaS,group",0.060606061,0.119318182,0,0,0.275409836,0,0.067442867,0.522776945,0.924924925,0.615223991
"phoA,clpB,fhuA_2~~~fhuA_1,coaBC,group",0.119318182,0.060606061,0,0,0.301092896,0,0.041783585,0.522800724,0.954954955,0.603268266
"pmi,clpB,carB,metK,group",0,0.176136364,0,0.090909091,0.158469945,0,0.09730424,0.52281964,0.915915916,0.625879462
"pmi,clpB,metK,atpB_2,group",0,0.176136364,0,0.090909091,0.158469945,0,0.09730424,0.52281964,0.906906907,0.626573665
"pmi,clpB,polC,murZ,group",0.060606061,0.176136364,0,0,0.18852459,0,0.097583449,0.522850463,0.906906907,0.627047487
"pmi,clpB,mntC,recG,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.067442867,0.522963235,0.944444444,0.614089023
"pmi,clpB,mntC,secF,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.067442867,0.522963235,0.945945946,0.614094533
"pmi,clpB,trkA,thiI,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.067442867,0.522963235,0.933933934,0.614050456
"pmi,clpB,abcA,ctaA,group",0,0.176136364,0,0.090909091,0.18852459,0,0.067442867,0.523012912,0.945945946,0.614507749
"pmi,clpB,mntB,thiI,group",0,0.176136364,0,0.090909091,0.18852459,0,0.067442867,0.523012912,0.953453453,0.614535297
"pmi,clpB,pknB,birA,group",0,0.176136364,0,0.090909091,0.18852459,0,0.067442867,0.523012912,0.917417417,0.614403068
"pmi,clpB,plsY,thiI,group",0,0.176136364,0,0.090909091,0.18852459,0,0.067442867,0.523012912,0.93993994,0.614485711
"pmi,clpB,mntC,murZ,group",0,0.176136364,0,0.090909091,0.158469945,0,0.097597409,0.523112809,0.945945946,0.626832614
"phoA,clpB,thiI,tdk,group",0,0.176136364,0,0.177489177,0.127868852,0,0.041783585,0.523277979,0.935435435,0.60235919
"phoA,hprK,abcA,dinG,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.005277045,0.52334709,0.963963964,0.588012319
