,B,C,D,E,F,L,A,,Basal,index_all
"phoA,hprK,thiI,thiM,group",0.119318182,0.119318182,0,0.177489177,0.096721311,0,0.010540129,0.523386982,0.947447447,0.589902095
"pmi,hprK,cysS,gatA,group",0.119318182,0.119318182,0,0,0.158469945,0,0.126355907,0.523462216,0.95045045,0.637581748
"pmi,clpB,cysS,pbpA,group",0.119318182,0.119318182,0,0,0.158469945,0,0.126397789,0.523504098,0.948948949,0.637592767
"pmi,clpB,cysS,murD,group",0.060606061,0.119318182,0,0,0.187978142,0,0.155714705,0.523617089,0.948948949,0.649267505
"phoA,clpB,fhuA_2~~~fhuA_1,tgt,group",0.060606061,0.119318182,0,0.090909091,0.216393443,0,0.036604264,0.523831039,0.954954955,0.600463904
"phoA,clpB,qoxB,tdk,group",0.060606061,0.119318182,0,0.090909091,0.216393443,0,0.036604264,0.523831039,0.915915916,0.601025878
"phoA,clpB,murC,tdk,group",0.060606061,0.119318182,0,0.090909091,0.216393443,0,0.036604264,0.523831039,0.915915916,0.601025878
"phoA,hprK,rpoC,drm,group",0.119318182,0.119318182,0,0,0.218032787,0,0.067163658,0.523832809,0.959459459,0.613350744
"pmi,hprK,qoxA,murC,group",0.119318182,0.060606061,0,0.090909091,0.216393443,0,0.036618224,0.523845,0.929429429,0.602618139
"pmi,hprK,purL,murC,group",0.176136364,0.060606061,0,0,0.245355191,0,0.041783585,0.523881201,0.932432432,0.605031322
"phoA,clpB,groEL,ctrA,group",0.060606061,0.119318182,0,0,0.302185792,0,0.041783585,0.52389362,0.933933934,0.603890845
"pmi,hprK,pknB,scpB,group",0.119318182,0.119318182,0,0,0.218032787,0,0.067345144,0.524014294,0.954954955,0.615080742
"pmi,hprK,coaBC,thiI,group",0.119318182,0.119318182,0,0.090909091,0.157923497,0,0.036632184,0.524101136,0.936936937,0.60223247
"pmi,clpB,pnpA,alaS,group",0.119318182,0.119318182,0,0,0.218032787,0,0.067442867,0.524112017,0.911411411,0.614788736
"pmi,clpB,pycA,alaS,group",0.119318182,0.119318182,0,0,0.218032787,0,0.067442867,0.524112017,0.906906907,0.614772208
"phoA,clpB,aroA,drm,group",0.060606061,0.119318182,0,0,0.246994536,0,0.097485725,0.524404503,0.941441441,0.625405641
"phoA,clpB,obgE,drm,group",0.060606061,0.119318182,0,0,0.246994536,0,0.097485725,0.524404503,0.941441441,0.625405641
"phoA,clpB,coaBC,alaS,group",0.119318182,0.060606061,0,0,0.30273224,0,0.041783585,0.524440068,0.915915916,0.603141546
"phoA,hprK,scpB,thiI,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.03650654,0.52452194,0.968468468,0.600254541
"phoA,clpB,polC,thiM,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.036590303,0.524605703,0.915915916,0.600607152
"pmi,hprK,carB,sua5,group",0.119318182,0.119318182,0,0.090909091,0.127868852,0,0.067191579,0.524605886,0.944444444,0.614700583
"pmi,hprK,polC,tgt,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.036604264,0.524619663,0.927927928,0.602193903
"pmi,hprK,trkA,birA,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.036618224,0.524633624,0.935435435,0.60222696
"pmi,hprK,pbpA,thiI,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.036618224,0.524633624,0.945945946,0.602265527
"pmi,hprK,qoxA,secF,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.036618224,0.524633624,0.929429429,0.602204922
"phoA,clpB,pnpA,drm,group",0.119318182,0.119318182,0,0,0.18852459,0,0.097485725,0.524646679,0.945945946,0.625003443
"phoA,clpB,pycA,drm,group",0.119318182,0.119318182,0,0,0.18852459,0,0.097485725,0.524646679,0.932432432,0.624953858
"phoA,clpB,recG,drm,group",0.119318182,0.119318182,0,0,0.18852459,0,0.097485725,0.524646679,0.932432432,0.624953858
"pmi,clpB,mnh_A1,aroA,group",0,0.119318182,0,0.090909091,0.246994536,0,0.067442867,0.524664675,0.951951952,0.614954023
"pmi,clpB,mnh_A1,obgE,group",0,0.119318182,0,0.090909091,0.246994536,0,0.067442867,0.524664675,0.945945946,0.614931985
"phoA,hprK,pitA,dnaI,group",0.119318182,0,0,0.177489177,0.217486339,0,0.010540129,0.524833827,0.957957958,0.590116968
"phoA,hprK,qoxA,dnaI,group",0.119318182,0,0,0.177489177,0.217486339,0,0.010540129,0.524833827,0.93993994,0.590050853
"phoA,clpB,coaBC,tdk,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.036604264,0.524923936,0.915915916,0.601036897
"pmi,hprK,rnc,birA,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.036618224,0.524937896,0.929429429,0.602607119
"pmi,hprK,typA,birA,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.036618224,0.524937896,0.929429429,0.602607119
"pmi,hprK,mnh_A1,coaBC,group",0.119318182,0.060606061,0,0.090909091,0.217486339,0,0.036632184,0.524951857,0.954954955,0.60272833
"pmi,hprK,qoxB,alaS,group",0.176136364,0.060606061,0,0,0.246448087,0,0.041797546,0.524988057,0.929429429,0.605036831
"pmi,clpB,mntC,qoxB,group",0.060606061,0.119318182,0,0.090909091,0.186885246,0,0.067442867,0.525161446,0.944444444,0.614518768
"pmi,clpB,mntC,murC,group",0.060606061,0.119318182,0,0.090909091,0.186885246,0,0.067442867,0.525161446,0.945945946,0.614524278
"phoA,clpB,abcA,purL,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.036590303,0.525456423,0.951951952,0.600463904
"phoA,clpB,pitA,dinG,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.036604264,0.525470384,0.93993994,0.600425337
"phoA,clpB,pnpA,birA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.036604264,0.525470384,0.92042042,0.600353713
"phoA,clpB,pycA,birA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.036604264,0.525470384,0.915915916,0.600337185
"phoA,clpB,qoxA,dinG,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.036604264,0.525470384,0.915915916,0.600337185
"pmi,hprK,mnh_A1,pbpA,group",0.119318182,0.060606061,0,0.090909091,0.218032787,0,0.036618224,0.525484344,0.954954955,0.60272833
"pmi,hprK,mntB,birA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.036618224,0.525484344,0.956456456,0.602711801
"pmi,hprK,mnh_A1,prfA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.036618224,0.525484344,0.95045045,0.603394985
"pmi,hprK,pitA,alaS,group",0.119318182,0.060606061,0,0.090909091,0.218032787,0,0.036632184,0.525498305,0.947447447,0.602706291
"phoA,clpB,priA,dinG,group",0.060606061,0.176136364,0,0,0.246994536,0,0.041783585,0.525520545,0.917417417,0.602739349
"pmi,hprK,polC,dinG,group",0.176136364,0.119318182,0,0,0.18852459,0,0.041783585,0.525762721,0.929429429,0.604618105
"pmi,hprK,purL,secF,group",0.176136364,0.119318182,0,0,0.18852459,0,0.041783585,0.525762721,0.932432432,0.604629125
"phoA,clpB,fhuA_2~~~fhuA_1,recG,group",0.119318182,0.119318182,0,0,0.245355191,0,0.041783585,0.52577514,0.954954955,0.602882597
"phoA,clpB,fhuA_2~~~fhuA_1,secF,group",0.119318182,0.119318182,0,0,0.245355191,0,0.041783585,0.52577514,0.956456456,0.602888107
"pmi,hprK,priA,murC,group",0.119318182,0.119318182,0,0,0.245355191,0,0.041797546,0.525789101,0.930930931,0.605014793
"pmi,clpB,carB,rarA,group",0,0.119318182,0,0.090909091,0.18852459,0,0.127109771,0.525861634,0.933933934,0.637846206
"pmi,clpB,coaBC,scrB,group",0.119318182,0.176136364,0,0,0.157923497,0,0.072538426,0.525916469,0.930930931,0.616430582
"phoA,clpB,fhuA_2~~~fhuA_1,murZ,group",0.060606061,0.119318182,0,0,0.273770492,0,0.07235694,0.526051675,0.956456456,0.615785965
"pmi,hprK,cysS,coaBC,group",0.176136364,0.060606061,0,0,0.187978142,0,0.101604054,0.52632462,0.959459459,0.628160416
"phoA,hprK,birA,tdk,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.010540129,0.526423495,0.938438438,0.590320821
"pmi,clpB,pbpA,scrB,group",0.119318182,0.176136364,0,0,0.158469945,0,0.072524466,0.526448956,0.945945946,0.616485678
"pmi,clpB,gmk,scrB,group",0.119318182,0.176136364,0,0,0.158469945,0,0.072538426,0.526462917,0.926426426,0.616419563
"pmi,clpB,trkA,groEL,group",0.119318182,0.176136364,0,0,0.158469945,0,0.072538426,0.526462917,0.933933934,0.616447111
"pmi,clpB,rpoC,gatA,group",0,0.231060606,0,0,0.218032787,0,0.077536262,0.526629655,0.935435435,0.61879418
"pmi,hprK,qoxA,murZ,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.067275342,0.526633265,0.929429429,0.615119309
"phoA,hprK,alaS,thiM,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.010540129,0.526716235,0.938438438,0.590673432
"phoA,hprK,qoxB,birA,group",0.119318182,0.060606061,0,0.090909091,0.245355191,0,0.010540129,0.526728654,0.938438438,0.590397955
"phoA,hprK,birA,murC,group",0.119318182,0.060606061,0,0.090909091,0.245355191,0,0.010540129,0.526728654,0.938438438,0.590397955
"pmi,clpB,rnc,groEL,group",0.060606061,0.176136364,0,0,0.217486339,0,0.072538426,0.526767189,0.924924925,0.616816251
"pmi,clpB,typA,groEL,group",0.060606061,0.176136364,0,0,0.217486339,0,0.072538426,0.526767189,0.924924925,0.616816251
"pmi,clpB,mnh_A1,pnpA,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.067442867,0.52680079,0.948948949,0.614551826
"pmi,clpB,mnh_A1,pycA,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.067442867,0.52680079,0.944444444,0.614535297
"phoA,clpB,mnhD_1,ctaA,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.126216303,0.526862105,0.95045045,0.635455061
"pmi,hprK,groEL,ctrA,group",0.119318182,0.119318182,0,0,0.246448087,0,0.041797546,0.526881997,0.944444444,0.605758583
"phoA,hprK,gmk,drm,group",0.176136364,0.060606061,0,0,0.218032787,0,0.072259217,0.527034429,0.944444444,0.615301124
"pmi,hprK,qoxA,thiI,group",0.060606061,0.119318182,0,0.177489177,0.127868852,0,0.041797546,0.527079818,0.936936937,0.603885335
"phoA,hprK,pknB,odhB,group",0.060606061,0.060606061,0,0.090909091,0.218032787,0,0.096941268,0.527095267,0.947447447,0.624154973
"phoA,clpB,mntC,birA,group",0,0.119318182,0,0.177489177,0.18852459,0,0.041783585,0.527115535,0.951951952,0.602133298
"pmi,hprK,priA,murZ,group",0.060606061,0.176136364,0,0,0.218032787,0,0.072370901,0.527146112,0.930930931,0.617482907
"pmi,clpB,mfd,nusA,group",0.060606061,0.176136364,0,0,0.218032787,0,0.072468624,0.527243835,0.959459459,0.616920932
"phoA,hprK,mntC,pdhD,group",0.060606061,0.060606061,0,0.177489177,0.186885246,0,0.041685862,0.527272407,0.960960961,0.602133298
"pmi,clpB,plsY,groEL,group",0.060606061,0.176136364,0,0,0.218032787,0,0.072538426,0.527313637,0.93993994,0.616876856
"phoA,clpB,purL,dinG,group",0.119318182,0.119318182,0,0,0.246994536,0,0.041769625,0.527400524,0.915915916,0.602750368
"phoA,clpB,recG,alaS,group",0.119318182,0.119318182,0,0,0.246994536,0,0.041783585,0.527414484,0.915915916,0.602755877
"pmi,hprK,mfd,groEL,group",0.119318182,0.119318182,0,0,0.246994536,0,0.041811506,0.527442405,0.965465465,0.605163551
"pmi,clpB,ctaA,drm,group",0.060606061,0.176136364,0,0,0.158469945,0,0.132247211,0.527459581,0.923423423,0.640485281
"pmi,clpB,nusA,gatA,group",0.060606061,0.231060606,0,0,0.158469945,0,0.077536262,0.527672874,0.92042042,0.618336887
"phoA,clpB,alaS,murZ,group",0.060606061,0.119318182,0,0,0.275409836,0,0.07235694,0.527691019,0.915915916,0.615653736
"phoA,hprK,coaBC,birA,group",0.119318182,0.060606061,0,0.090909091,0.246448087,0,0.010540129,0.52782155,0.938438438,0.590408974
"pmi,clpB,plsY,metK,group",0,0.176136364,0,0.090909091,0.158469945,0,0.102316036,0.527831436,0.92042042,0.627873919
"phoA,clpB,recG,thiI,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.041783585,0.527905046,0.933933934,0.602023107
"pmi,hprK,priA,tdk,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.041797546,0.527919006,0.933933934,0.604943169
"phoA,clpB,thiI,murZ,group",0,0.176136364,0,0.090909091,0.18852459,0,0.07235694,0.527926985,0.935435435,0.614959532
"phoA,clpB,cysS,ctrA,group",0.060606061,0.119318182,0,0,0.246448087,0,0.101576133,0.527948463,0.947447447,0.627041977
"pmi,clpB,pitA,scrB,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.072538426,0.528058794,0.936936937,0.616072462
"pmi,clpB,ctaA,birA,group",0,0.176136364,0,0.090909091,0.18852459,0,0.072538426,0.528108471,0.906906907,0.616375487
"phoA,hprK,gmk,birA,group",0.119318182,0.060606061,0,0.090909091,0.246994536,0,0.010540129,0.528367998,0.938438438,0.590414484
"pmi,clpB,cysS,pnpA,group",0.119318182,0.119318182,0,0,0.158469945,0,0.131325823,0.528432132,0.953453453,0.639554167
"pmi,clpB,cysS,pycA,group",0.119318182,0.119318182,0,0,0.158469945,0,0.131325823,0.528432132,0.93993994,0.639504581
"phoA,hprK,recG,birA,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.010540129,0.528610174,0.938438438,0.590001267
"pmi,hprK,murD,groEL,group",0.119318182,0.119318182,0,0,0.217486339,0,0.072538426,0.528661129,0.944444444,0.616915423
"phoA,clpB,metK,ctrA,group",0,0.119318182,0,0.090909091,0.246448087,0,0.072063771,0.528739131,0.915915916,0.615185424
"pmi,hprK,cysS,prfA,group",0.119318182,0.119318182,0,0,0.18852459,0,0.101590094,0.528751047,0.954954955,0.628810543
"phoA,clpB,fhuA_2~~~fhuA_1,tdk,group",0.060606061,0.119318182,0,0.090909091,0.216393443,0,0.041783585,0.529010361,0.956456456,0.603224189
"phoA,clpB,qoxB,thiI,group",0.060606061,0.119318182,0,0.090909091,0.216393443,0,0.041783585,0.529010361,0.933933934,0.602436323
"pmi,hprK,mnh_A1,qoxA,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.041797546,0.529023435,0.954954955,0.604392214
"pmi,hprK,purL,murZ,group",0.119318182,0.119318182,0,0,0.218032787,0,0.07235694,0.529026091,0.932432432,0.617488416
"phoA,hprK,purL,dnaI,group",0.176136364,0,0,0.090909091,0.246448087,0,0.015775293,0.529268835,0.93993994,0.592491584
"pmi,clpB,cysS,aroA,group",0.060606061,0.119318182,0,0,0.218032787,0,0.131325823,0.529282852,0.953453453,0.639961874
"pmi,clpB,cysS,obgE,group",0.060606061,0.119318182,0,0,0.218032787,0,0.131325823,0.529282852,0.95045045,0.639950855
"phoA,clpB,mfd,groEL,group",0.060606061,0.119318182,0,0,0.30273224,0,0.046948947,0.52960543,0.966966967,0.605356385
"phoA,clpB,aroA,groEL,group",0.060606061,0.119318182,0,0,0.30273224,0,0.046948947,0.52960543,0.933933934,0.605235175
"phoA,clpB,polC,drm,group",0.119318182,0.119318182,0,0,0.18852459,0,0.102483562,0.529644515,0.941441441,0.626964844
"pmi,hprK,pknB,drm,group",0.119318182,0.119318182,0,0,0.18852459,0,0.102511482,0.529672436,0.944444444,0.629135607
"pmi,hprK,purL,tdk,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.041783585,0.529798985,0.932432432,0.604937659
"pmi,hprK,mnh_A1,recG,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.041797546,0.529812946,0.954954955,0.604342628
"pmi,hprK,mntC,dinG,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.041797546,0.529812946,0.956456456,0.604348137
"pmi,hprK,ctaA,thiM,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.041797546,0.529812946,0.929429429,0.60493215
"phoA,clpB,nusA,ctrA,group",0.060606061,0.176136364,0,0,0.246448087,0,0.046865184,0.530055696,0.927927928,0.605488615
"phoA,hprK,fmt,gatA,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.041741704,0.530061376,0.936936937,0.602441833
"phoA,hprK,mnh_A1,dnaI,group",0.119318182,0,0,0.177489177,0.217486339,0,0.015789253,0.530082951,0.963963964,0.592216107
"phoA,clpB,coaBC,thiI,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.041783585,0.530103257,0.933933934,0.602447342
"phoA,clpB,fmt,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.041783585,0.530103257,0.915915916,0.60308645
"pmi,clpB,rpoC,prfA,group",0,0.231060606,0,0,0.246994536,0,0.052072427,0.530127568,0.945945946,0.609802593
"phoA,clpB,rarA,prfA,group",0,0.119318182,0,0.090909091,0.218032787,0,0.102288115,0.530548175,0.935435435,0.626931786
"phoA,clpB,polC,birA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.041769625,0.530635745,0.915915916,0.602381228
"phoA,clpB,mnh_A1,dinG,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.041783585,0.530649706,0.951951952,0.602518967
"phoA,clpB,alaS,tdk,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.041783585,0.530649706,0.915915916,0.60309196
"pmi,hprK,abcA,pknB,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.041797546,0.530663666,0.956456456,0.604755844
"pmi,hprK,mnh_A1,priA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.041797546,0.530663666,0.956456456,0.604755844
"pmi,hprK,qoxA,alaS,group",0.119318182,0.060606061,0,0.090909091,0.218032787,0,0.041797546,0.530663666,0.929429429,0.604678711
"pmi,hprK,mntB,fmt,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.041811506,0.530677626,0.954954955,0.604755844
"pmi,hprK,purL,alaS,group",0.176136364,0.060606061,0,0,0.246994536,0,0.046948947,0.530685906,0.932432432,0.607086384
"phoA,hprK,nusA,scpB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.046767461,0.530746597,0.96996997,0.60468973
"pmi,clpB,mntB,rarA,group",0,0.119318182,0,0.090909091,0.18852459,0,0.132037805,0.530789668,0.953453453,0.639862702
"phoA,hprK,scpB,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.046837263,0.530816399,0.965465465,0.604700749
"phoA,clpB,cysS,tgt,group",0.060606061,0.119318182,0,0.090909091,0.158469945,0,0.101576133,0.530879412,0.954954955,0.625592965
"pmi,hprK,rpoC,scrB,group",0.119318182,0.176136364,0,0,0.18852459,0,0.046948947,0.530928082,0.953453453,0.606722754
"pmi,hprK,gmk,scrB,group",0.176136364,0.119318182,0,0,0.18852459,0,0.046962907,0.530942043,0.944444444,0.606717244
"pmi,hprK,pnpA,groEL,group",0.176136364,0.119318182,0,0,0.18852459,0,0.046962907,0.530942043,0.948948949,0.606733773
"pmi,hprK,pycA,groEL,group",0.176136364,0.119318182,0,0,0.18852459,0,0.046962907,0.530942043,0.944444444,0.606717244
"pmi,hprK,recG,groEL,group",0.176136364,0.119318182,0,0,0.18852459,0,0.046962907,0.530942043,0.944444444,0.606717244
"pmi,hprK,fhuA_2~~~fhuA_1,groEL,group",0.119318182,0.119318182,0,0,0.245355191,0,0.046976868,0.530968422,0.962462462,0.607174537
"phoA,hprK,qoxB,groEL,group",0.176136364,0.060606061,0,0,0.273224044,0,0.021024417,0.530990885,0.953453453,0.594954353
"phoA,hprK,groEL,thiM,group",0.176136364,0.060606061,0,0.090909091,0.187978142,0,0.015789253,0.53141891,0.953453453,0.592800119
"pmi,clpB,trkA,scpB,group",0.119318182,0.176136364,0,0,0.158469945,0,0.077536262,0.531460753,0.945945946,0.618634403
"phoA,hprK,pitA,drm,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.072259217,0.531617141,0.962462462,0.615020137
"phoA,hprK,qoxA,drm,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.072259217,0.531617141,0.944444444,0.614954023
"phoA,clpB,pknB,sua5,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.072273178,0.531631101,0.942942943,0.614959532
"phoA,hprK,gatA,cbiO_1,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.072301099,0.531659022,0.948948949,0.61499259
"phoA,hprK,birA,thiI,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.015789253,0.531672619,0.947447447,0.591725757
"phoA,clpB,carB,cbiO_1,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.07234298,0.531700903,0.945945946,0.614998099
"pmi,hprK,pitA,cbiO_1,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.072370901,0.531728824,0.953453453,0.617218448
"phoA,clpB,mntC,drm,group",0.060606061,0.119318182,0,0.090909091,0.158469945,0,0.102497522,0.531800801,0.962462462,0.626689366
"phoA,clpB,cysS,qoxB,group",0.119318182,0.060606061,0,0,0.245355191,0,0.106573969,0.531853403,0.945945946,0.628314684
"phoA,clpB,cysS,murC,group",0.119318182,0.060606061,0,0,0.245355191,0,0.106573969,0.531853403,0.956456456,0.62835325
"pmi,clpB,mntC,alaS,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.072538426,0.53189635,0.945945946,0.616551793
"phoA,hprK,cysS,thiM,group",0.176136364,0.060606061,0,0.090909091,0.127868852,0,0.076419427,0.531939795,0.960960961,0.61621571
"phoA,hprK,pitA,fmt,group",0.060606061,0.060606061,0,0.177489177,0.217486339,0,0.015789253,0.531976891,0.954954955,0.59217203
"phoA,clpB,pnpA,groEL,group",0.119318182,0.119318182,0,0,0.246448087,0,0.046948947,0.532033398,0.938438438,0.604877054
"phoA,clpB,pycA,groEL,group",0.119318182,0.119318182,0,0,0.246448087,0,0.046948947,0.532033398,0.933933934,0.604860526
"phoA,clpB,recG,groEL,group",0.119318182,0.119318182,0,0,0.246448087,0,0.046948947,0.532033398,0.933933934,0.604860526
"phoA,hprK,purL,drm,group",0.176136364,0.060606061,0,0,0.218032787,0,0.077326856,0.532102067,0.944444444,0.617306601
"phoA,clpB,scpB,gatA,group",0.060606061,0.176136364,0,0,0.218032787,0,0.077424579,0.53219979,0.945945946,0.61683278
"phoA,clpB,groEL,murZ,group",0.060606061,0.119318182,0,0,0.274863388,0,0.077438539,0.53222617,0.933933934,0.617725327
"pmi,clpB,nusA,aroA,group",0.060606061,0.176136364,0,0,0.218032787,0,0.077536262,0.532311473,0.93993994,0.618849275
"pmi,clpB,nusA,obgE,group",0.060606061,0.176136364,0,0,0.218032787,0,0.077536262,0.532311473,0.921921922,0.618783161
